"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"104",401,"1980-01-01 00:00:00",4,"en","44774518","female","55 to 64 years","Medical doctor","Consultant","> 20","Bulgaria","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Different (please comment)","Look above","No (please comment)",NA,"No","I am not aware of any regulations on this issue","No","Medicine is and will be a clinical science. The other is professional irresponsibility","Yes","Yes","Yes","Not selected","Yes","Yes","Yes","Impossible clinical examination","Yes","Not selected","Yes","Yes","Not selected","Not selected","reduced risk of infection","Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Not selected",NA,"No",NA,"No","It has been checked before","No",NA
"105",402,NA,2,"en","1319763931","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Liechtenstein","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","Signature is required. ","No (please comment the reasons)","A signature is required. ","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",403,NA,2,"en","496165630","female","65 or older","Medical doctor","Consultant","> 20","Bosnia and Herzegovina","Consultant","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",404,"1980-01-01 00:00:00",4,"en","957385819","female","55 to 64 years","Medical doctor","Consultant","> 20","Portugal","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"108",405,NA,3,"en","1168431710","male","34 or younger","Medical doctor","Other","5 - 10","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"I don´t know the legal requirements","No","No (please comment)","Unless it is recorded","No (please comment)","Unless it is recorded","No",NA,"No","Unless it is recorded
","Yes","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",406,"1980-01-01 00:00:00",4,"en","1518761968","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Turkey","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Not selected","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"110",407,"1980-01-01 00:00:00",4,"en","343892212","female","45 to 54 years","Medical doctor","Consultant","> 20","Croatia","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)","Internet communication is difficult for old people who are mostly our patients","Different (please comment)","I don't know if that's legally correct ","No",NA,"Different (please comment)","as an alternative it is possible, but in my opinion it is not an adequate method  like face -to -face meeting","Yes","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Yes","we don’t have that option","Yes",NA,"Yes",NA,"Yes",NA
"111",408,NA,NA,"en","1655097408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",409,NA,2,"en","1119201520","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","2 days or more before surgery","Yes",NA,"I do not know the legal requirements",NA,"No","No","No (please comment)","Because internet in my cantery very bad","Different (please comment)",NA,NA,NA,NA,NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",410,NA,2,"en","888035626","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",411,"1980-01-01 00:00:00",4,"en","93126969","male","65 or older","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected","Descriptive for any organ system including lab","in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","No. It might be legally acceptable only for ambulatory surgery.
However, I think there should be no consent without prior physical at all, regardless whether this is legally possible or not. ","No (please comment the reasons)","No. It might be legally acceptable ONLY for ambulatory surgery but nevertheless this is done days prior to surgery.
However, I think there should be no consent without prior physical at all, regardless whether this is legally possible or not. ","No","Yes","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No"," I think there should be no consent without a prior physical at all, regardless whether this is legally possible or not. This should apply to adults as well as kids and both parents. ","Yes","Yes","Yes","Yes","Yes","Not selected","Not selected","No physical. First assessment, then consent by any means","Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"115",412,"1980-01-01 00:00:00",4,"en","1525769202","female","35 to 44 years","Medical doctor","Consultant","10 - 20","United Kingdom (UK)","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements","I am not aware of any such cases","I do not know the legal requirements","I am not aware of any such cases","I don´t know the legal requirements","I don´t know","No (please comment)","Must be done in person ","No (please comment)","Must be done in person","No",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes","16","Not selected",NA,"No",NA,"No",NA,"No",NA
"116",413,"1980-01-01 00:00:00",4,"en","926525699","female","35 to 44 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"Yes","I don´t know","No (please comment)","Routinely it's taken in person. ","No (please comment)","Taken in person. ","No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"117",414,NA,1,"en","2096315005","male","65 or older","Medical doctor","Consultant","> 20","United Kingdom (UK)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",415,NA,2,"en","1911176112","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Yes","Not selected",NA,"via telefone",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",416,"1980-01-01 00:00:00",4,"en","1583189200","female","45 to 54 years","Medical doctor","Consultant","> 20","Albania","Consultant","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Yes","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"120",417,"1980-01-01 00:00:00",4,"en","462205786","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Sweden","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Different (please comment)","No need for written consent","Different (please comment)","No need for written consent","Yes","18","Not selected",NA,"Not selected",NA,"Different (please commment)","I do not know","Yes",NA,"Yes",NA
"121",418,NA,NA,"en","694797272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",419,"1980-01-01 00:00:00",4,"en","1473582956","female","45 to 54 years","Medical doctor","Resident","> 20","Italy","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Nsquip","online via patient´s self assessment",NA,"2 days or more before surgery","2 days or more before surgery","I do not know the legal requirements",NA,"No (please comment the reasons)","We are useful to optain procedyre’s consens when we see the patients for anaesthesia","No","Yes","No (please comment)","We are used to see the patients ti explain vetreria the procedure ","No (please comment)","In this time itis not possible ","Different (please comment)","I don’t known","No",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Yes",NA,"Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Different (please comment)","We don’t have pediatric people","Always both parents",NA,"Not selected",NA,"Not selected",NA,"Yes","I don’ known","No",NA,"No",NA,"Yes",NA
"123",420,NA,1,"en","664877002","female","45 to 54 years","Medical doctor","Consultant","> 20","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",421,NA,NA,"en","1106104938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",422,"1980-01-01 00:00:00",4,"en","611131822","female","55 to 64 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","Yes","Yes","But patient have to sign it at the hospital the day of surgery ","No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Yes",NA,"Yes","Not selected","Not selected","Not selected","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","Intelectual capacity ","Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"126",423,"1980-01-01 00:00:00",4,"en","479925039","male","55 to 64 years","Medical doctor","Consultant","> 20","Italy","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","El Ganzouri score/ Difficult Epidural score","in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Yes","Yes","Not selected","It is impossible to do a physical examination ","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"127",424,"1980-01-01 00:00:00",4,"en","1036150108","male","55 to 64 years","Medical doctor","Consultant","> 20","Greece","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected","Mallampati","in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Yes","Not selected","Yes","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","17","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"128",425,NA,2,"en","425769482","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",426,NA,2,"en","778886448","female","45 to 54 years","Medical doctor","Consultant","5 - 10","Sweden","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"I don´t know the legal requirements","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",427,NA,2,"en","2052476264","female","35 to 44 years","Medical doctor","Resident","10 - 20","Germany","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected","Wilson Score","in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"Yes",NA,"I don´t know the legal requirements","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",428,"1980-01-01 00:00:00",4,"en","1681734909","male","55 to 64 years","Medical doctor","Consultant","> 20","Bulgaria","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"132",429,NA,NA,"en","1506408413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",430,NA,1,"en","1576766232","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",431,"1980-01-01 00:00:00",4,"en","1641764350","female","45 to 54 years","Medical doctor","Resident","5 - 10","Switzerland","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","No","No (please comment)","not used via internet, only by phone","Yes",NA,"Yes","if documentation is made","Yes",NA,"Yes","Not selected","Yes","Yes","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","12 and confident in acknowledging the procedure ","Yes","see above","Not selected",NA,"Different (please commment)","in case of emergency yes and with good and carefully documentation ","No",NA,"No",NA
"135",432,NA,1,"en","931488920","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",433,"1980-01-01 00:00:00",4,"en","862709553","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Not selected","Not selected","Yes","Not selected","Not selected","Not selected","ASA","online via videoconference",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","I do not know the legal requirements","Eso se está discutiendo en las sociedades que componen el Colegio Médico Dominicano ","I do not know the legal requirements","Eso se está discutiendo en las sociedades que componen el Colegio Médico Dominicano ","No","I don´t know","No (please comment)","Eso se está discutiendo en las sociedades que componen el Colegio Médico Dominicano ","Different (please comment)","Porque todavía no está contemplado en nuestra ley 4201 2003","No","Por lo explicado anteriormente ","Yes","Si se contempla en muestra ley, se puede utilizar y aplicar ","Yes","Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present","En nuestro país con sola firma de uno de los padres es posible realizar el procedimiento ","Just the one, who is present","Así se aplica en mi país ","Yes","18 años ","Not selected",NA,"Not selected",NA,"No","Eso se está discutiendo en las sociedades que componen el Colegio Médico Dominicano ","Yes","Contemplado en nuestra ley ","Yes","nuestra"
"137",434,"1980-01-01 00:00:00",4,"en","1322927742","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"via telefone",NA,"24h prior to surgery but often its far less because of daily routine practice","2 days or more before surgery","Yes","But technological advances don't reach many hospitals, so not applicable.","Yes","Idem","Yes","Yes","No (please comment)","Technologically unavailable. 
","No (please comment)","Not possible (We don't record verbal consents)","Yes",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Technologically reliable, but depends on the institution's will to invert in technology. Many spanish hospitals do it on the cheapest way, which is not always de more reliable and safe.","Yes","Not selected","Yes","Not selected","Not selected","Yes","Decrease of risk of contamination with COVID","Different (please comment)","One if parents married, both if other ","Different (please comment)","One if parents married, both if other ","Yes","16","Not selected",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"138",435,NA,NA,"en","2087884208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",436,NA,NA,"en","1083818035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",437,NA,2,"en","1226579366","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",438,NA,2,"en","435174902","male","55 to 64 years","Medical doctor","Resident","> 20","Serbia","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",439,NA,3,"en","914292419","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Greece","Special trained nurse","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","Legal reasons and local guidelines ","No (please comment the reasons)","Local guidelines ","No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Different (please comment)","Simple procedures and ASA 1 or 2 patients ","Yes","Not selected","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",440,NA,2,"en","583802453","female","55 to 64 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",441,"1980-01-01 00:00:00",4,"en","250585316","male","55 to 64 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)",NA,"No (please comment the reasons)","Either you need a signature on the day of anaesthesia noticing, that the phone call has taken place or you have to do an exchange by fax at least 224 hrs prior to anaesthesia","Yes","No","Yes",NA,"Different (please comment)","But a physical examination and a re-evaluation has to take place before starting anaesthesia","Different (please comment)","see above; in the end a signature is mandatory","Different (please comment)","Not for difficult cases
On the day of anaesthesia sufficient time has to be provided to speek to the patient/parents and to reevaluate previous data","Yes","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents","for high risk procedure from both parents
","Just the one, who is present","for low risk procedure one parent will be sufficient if he/she confirms thatt the procedure is in consent with the other parent","Yes","14","Yes",NA,"Not selected",NA,"Yes","but a signature is required in the end (by fax or on the day of the procedure after an information by telefone > 224 hrs before","No",NA,"Different (please commment)","not if they have been to the surgeon before"
"145",442,"1980-01-01 00:00:00",4,"en","1165603076","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Yes",NA,"Yes",NA,"No",NA,"No",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","No","Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
